method,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR,retrieval_time
basic,CHILD_003_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.2762889862060547
basic,ELDER_001_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.0604958534240723
basic,ELDER_003_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.203815221786499
basic,ELDER_007_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.1089918613433838
basic,DISABLED_001_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.9790270328521729
basic,DISABLED_005_ESC_01,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.017251968383789
basic,DISABLED_009_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.0024209022521973
basic,HOMELESS_003_ESC_01,complex,0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,1.0111351013183594
basic,MENTAL_003_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.0854687690734863
basic,MENTAL_007_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.9301128387451172
basic,CHILD_002_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6743869781494141
basic,CHILD_005_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6900789737701416
basic,ELDER_004_SIM_01,simple,0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,0.7120089530944824
basic,ELDER_008_SIM_01,simple,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.6445651054382324
basic,ELDER_010_SIM_01,simple,0.2,1.0,0.33333333333333337,0.6309297535714574,0.5,0.5,0.6777260303497314
basic,DISABLED_003_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6197381019592285
basic,DISABLED_007_SIM_01,simple,0.2,0.3333333333333333,0.25,0.46927872602275644,0.5694444444444444,1.0,0.6219398975372314
basic,HOMELESS_002_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6841027736663818
basic,HOMELESS_005_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.619882345199585
basic,MENTAL_002_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6195199489593506
basic,ADV_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9981310367584229
basic,ADV_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.8885281085968018
basic,ADV_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.935438871383667
basic,ADV_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.043792963027954
basic,ADV_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0380439758300781
basic,NEG_SH_POS,moderate,0.6,0.75,0.6666666666666665,0.8318724637288826,0.8269230769230769,1.0,0.9301598072052002
basic,NEG_SH_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.845350980758667
basic,NEG_SM_POS,simple,0.6,1.0,0.7499999999999999,0.7328286204777911,0.6388888888888888,0.5,0.8848099708557129
basic,NEG_SM_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.7176949977874756
basic,NEG_SL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.7187111377716064
basic,NEG_SL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.7466487884521484
basic,NEG_MH_POS,complex,0.6,0.6,0.6,0.6856253995855359,0.788888888888889,1.0,0.9130899906158447
basic,NEG_MH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.8603000640869141
basic,NEG_MM_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0397388935089111
basic,NEG_MM_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9317688941955566
basic,NEG_ML_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.9343092441558838
basic,NEG_ML_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8293321132659912
basic,NEG_LH_POS,complex,0.6,0.75,0.6666666666666665,0.8318724637288826,0.9166666666666666,1.0,1.4256367683410645
basic,NEG_LH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.8448073863983154
basic,NEG_LM_POS,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.1763570308685303
basic,NEG_LM_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.787642240524292
basic,NEG_LL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.99983811378479
basic,NEG_LL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.1622631549835205
basic,NEG_SH_POS_V2,moderate,0.6,1.0,0.7499999999999999,0.7328286204777911,0.6388888888888888,0.5,0.9801769256591797
basic,NEG_SH_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.8648381233215332
basic,NEG_SM_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8161001205444336
basic,NEG_SM_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.9426968097686768
basic,NEG_SL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.7485408782958984
basic,NEG_SL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.747542142868042
basic,NEG_MH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.8461477756500244
basic,NEG_MH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.9783458709716797
basic,NEG_MM_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.8353519439697266
basic,NEG_MM_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0551769733428955
basic,NEG_ML_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.7712199687957764
basic,NEG_ML_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.798166036605835
basic,NEG_LH_POS_V2,complex,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,1.0257859230041504
basic,NEG_LH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.9536268711090088
basic,NEG_LM_POS_V2,complex,0.2,0.5,0.28571428571428575,0.6131471927654584,0.5769230769230769,1.0,0.9133870601654053
basic,NEG_LM_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,0.8994240760803223
basic,NEG_LL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.9396877288818359
basic,NEG_LL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.115159034729004
h2l-hybrid,CHILD_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,3.4151690006256104
h2l-hybrid,CHILD_002,complex,0.8,0.8,0.8000000000000002,0.5088013258915567,0.9028571428571428,1.0,5.06168794631958
h2l-hybrid,CHILD_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.2184250354766846
h2l-hybrid,CHILD_004,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6519230769230768,1.0,4.09578013420105
h2l-hybrid,CHILD_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.9379909038543701
h2l-hybrid,ELDER_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8332130908966064
h2l-hybrid,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0,5.567515134811401
h2l-hybrid,ELDER_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.7430388927459717
h2l-hybrid,ELDER_004,complex,0.6,0.375,0.4615384615384615,0.6843515475204855,0.705384199134199,1.0,5.955712080001831
h2l-hybrid,ELDER_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.703721046447754
h2l-hybrid,ELDER_006,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,3.0552659034729004
h2l-hybrid,ELDER_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,5.514069080352783
h2l-hybrid,ELDER_008,complex,0.4,0.5,0.4444444444444445,0.4232448892278954,0.42658730158730157,0.3333333333333333,9.826457023620605
h2l-hybrid,ELDER_009,moderate,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.8416898250579834
h2l-hybrid,ELDER_010,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,6.648428916931152
h2l-hybrid,DISABLED_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,4.810957193374634
h2l-hybrid,DISABLED_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.2744040489196777
h2l-hybrid,DISABLED_003,complex,0.2,0.5,0.28571428571428575,0.6131471927654584,0.5833333333333334,1.0,5.626780033111572
h2l-hybrid,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.1,0.1,2.9015510082244873
h2l-hybrid,DISABLED_005,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.621769905090332
h2l-hybrid,DISABLED_006,moderate,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0,3.460249185562134
h2l-hybrid,DISABLED_007,complex,0.8,0.5714285714285714,0.6666666666666666,0.8989584458539029,0.7204295704295703,1.0,9.518541097640991
h2l-hybrid,DISABLED_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,4.670071125030518
h2l-hybrid,DISABLED_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,6.4879021644592285
h2l-hybrid,DISABLED_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,8.115479946136475
h2l-hybrid,HOMELESS_001,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.7933650016784668
h2l-hybrid,HOMELESS_002,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,4.21171498298645
h2l-hybrid,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.8888559341430664
h2l-hybrid,HOMELESS_004,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.5315330028533936
h2l-hybrid,HOMELESS_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.944798231124878
h2l-hybrid,MENTAL_001,moderate,0.4,0.5,0.4444444444444445,0.6097426926720908,0.54375,1.0,2.5690548419952393
h2l-hybrid,MENTAL_002,complex,0.0,0.0,0.0,0.0,0.0,0.0,4.457051753997803
h2l-hybrid,MENTAL_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.367187976837158
h2l-hybrid,MENTAL_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.573603868484497
h2l-hybrid,MENTAL_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.2338171005249023
h2l-hybrid,MENTAL_006,complex,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,2.6808741092681885
h2l-hybrid,MENTAL_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,5.106223821640015
h2l-hybrid,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.0100388526916504
h2l-hybrid,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.0646820068359375
h2l-hybrid,MENTAL_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.9276196956634521
h2l-hybrid,SUBSTANCE_001,moderate,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,2.717519998550415
h2l-hybrid,SUBSTANCE_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.632399797439575
h2l-hybrid,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,5.2908689975738525
h2l-hybrid,SUBSTANCE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.7458927631378174
h2l-hybrid,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.9582281112670898
h2l-hybrid,NCD_002,moderate,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,2.445510149002075
h2l-hybrid,NCD_003,moderate,0.4,0.6666666666666666,0.5,0.6508205185601091,0.5435897435897435,1.0,2.0766360759735107
h2l-hybrid,NCD_004,complex,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,2.827162027359009
h2l-hybrid,NCD_005,simple,0.0,0.0,0.0,0.0,0.0,0.0,4.433889627456665
h2l-hybrid,NCD_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0,9.125744104385376
h2l-hybrid,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,5.012541770935059
h2l-hybrid,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.9791350364685059
h2l-hybrid,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,5.51120400428772
h2l-hybrid,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,3.7346129417419434
