method,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR,retrieval_time
h2l-hybrid,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.1625,0.125,3.632420063018799
h2l-hybrid,DISABLED_005,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.1181139945983887
h2l-hybrid,DISABLED_006,moderate,0.4,1.0,0.5714285714285715,0.9327783893101107,0.7,1.0,3.3039450645446777
h2l-hybrid,DISABLED_007,complex,0.8,0.6666666666666666,0.7272727272727272,0.8989584458539029,0.7507575757575756,1.0,3.278242826461792
h2l-hybrid,DISABLED_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.2334578037261963
h2l-hybrid,DISABLED_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.1817986965179443
h2l-hybrid,DISABLED_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.301180124282837
h2l-hybrid,HOMELESS_001,moderate,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5833333333333334,1.0,1.4730570316314697
h2l-hybrid,HOMELESS_002,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.321296215057373
h2l-hybrid,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.096956968307495
h2l-hybrid,HOMELESS_004,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.9840309619903564
h2l-hybrid,HOMELESS_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,7.930433988571167
h2l-hybrid,MENTAL_001,moderate,0.4,0.5,0.4444444444444445,0.6097426926720908,0.5821428571428571,1.0,2.0737252235412598
h2l-hybrid,MENTAL_002,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.1379714012145996
h2l-hybrid,MENTAL_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.272092819213867
h2l-hybrid,MENTAL_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.6743860244750977
h2l-hybrid,MENTAL_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.7399601936340332
h2l-hybrid,MENTAL_006,complex,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,2.100504159927368
h2l-hybrid,MENTAL_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.787165880203247
h2l-hybrid,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.058666944503784
h2l-hybrid,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.8811140060424805
h2l-hybrid,MENTAL_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.40458083152771
h2l-hybrid,SUBSTANCE_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.208660125732422
h2l-hybrid,SUBSTANCE_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.146981954574585
h2l-hybrid,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.276571750640869
h2l-hybrid,SUBSTANCE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.0732150077819824
h2l-hybrid,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8404138088226318
h2l-hybrid,NCD_002,moderate,0.0,0.0,0.0,0.0,0.1,0.1,2.0920279026031494
h2l-hybrid,NCD_003,moderate,0.4,0.6666666666666666,0.5,0.6713860725233041,0.6,1.0,1.9919979572296143
h2l-hybrid,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125,7.188516139984131
h2l-hybrid,NCD_005,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.6075727939605713
h2l-hybrid,NCD_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.3388381004333496
h2l-hybrid,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.0459117889404297
h2l-hybrid,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.353276014328003
h2l-hybrid,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.0512609481811523
h2l-hybrid,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.128643035888672
h2l-hybrid,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,2.1928529739379883
h2l-hybrid,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,6.62253999710083
h2l-hybrid,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.3170008659362793
h2l-hybrid,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.18135404586792
h2l-hybrid,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,3.287564992904663
h2l-hybrid,BEDRIDDEN_001,complex,0.4,0.3333333333333333,0.3636363636363636,0.5531464700081437,0.7271825396825397,1.0,4.267710208892822
h2l-hybrid,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.28328800201416
h2l-hybrid,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.877094030380249
h2l-hybrid,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.5554511547088623
h2l-hybrid,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.9348938465118408
h2l-hybrid,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.799346923828125
h2l-hybrid,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.99198317527771
h2l-hybrid,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.043850898742676
h2l-hybrid,BEDRIDDEN_009,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,1.8079278469085693
