method,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR,retrieval_time
basic,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.1225290298461914
basic,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.0200629234313965
basic,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8077561855316162
basic,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0352840423583984
basic,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,0.9571640491485596
basic,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.1532881259918213
basic,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.844857931137085
basic,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0006117820739746
basic,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,1.131232738494873
basic,BEDRIDDEN_001,complex,0.6,0.5,0.5454545454545454,0.6843515475204855,0.7120731120731122,1.0,1.0142617225646973
basic,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9626576900482178
basic,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.8759150505065918
basic,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.224909782409668
basic,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9572181701660156
basic,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8224320411682129
basic,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.8891687393188477
basic,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9766356945037842
basic,BEDRIDDEN_009,moderate,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0,0.8121991157531738
h2l-hybrid,CHILD_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.8087871074676514
h2l-hybrid,CHILD_002,complex,0.6,0.6,0.6,0.4166158115319974,0.7944444444444445,1.0,2.2308237552642822
h2l-hybrid,CHILD_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8644371032714844
h2l-hybrid,CHILD_004,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6833333333333333,1.0,2.128967046737671
h2l-hybrid,CHILD_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.6115520000457764
h2l-hybrid,ELDER_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.226921796798706
h2l-hybrid,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0,5.393158197402954
h2l-hybrid,ELDER_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.360002040863037
h2l-hybrid,ELDER_004,complex,0.6,0.375,0.4615384615384615,0.6843515475204855,0.6838945776445777,1.0,2.5577750205993652
h2l-hybrid,ELDER_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.8223612308502197
h2l-hybrid,ELDER_006,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.0996742248535156
h2l-hybrid,ELDER_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.110203742980957
h2l-hybrid,ELDER_008,complex,0.4,0.6666666666666666,0.5,0.562455901550729,0.4761904761904762,0.5,2.792358875274658
h2l-hybrid,ELDER_009,moderate,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,1.9124481678009033
h2l-hybrid,ELDER_010,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,4.471549987792969
h2l-hybrid,DISABLED_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,7.5248682498931885
h2l-hybrid,DISABLED_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.967599868774414
h2l-hybrid,DISABLED_003,complex,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,1.9992389678955078
h2l-hybrid,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.1625,0.125,4.460781097412109
h2l-hybrid,DISABLED_005,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.964555025100708
h2l-hybrid,DISABLED_006,moderate,0.4,1.0,0.5714285714285715,0.9327783893101107,0.7,1.0,2.277554988861084
h2l-hybrid,DISABLED_007,complex,0.8,0.6666666666666666,0.7272727272727272,0.8989584458539029,0.7507575757575756,1.0,2.311150074005127
h2l-hybrid,DISABLED_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.9564690589904785
h2l-hybrid,DISABLED_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.6376371383666992
h2l-hybrid,DISABLED_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.093142032623291
h2l-hybrid,HOMELESS_001,moderate,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5833333333333334,1.0,1.2417399883270264
h2l-hybrid,HOMELESS_002,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.0090160369873047
h2l-hybrid,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,1.8302407264709473
h2l-hybrid,HOMELESS_004,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.7360131740570068
h2l-hybrid,HOMELESS_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,3.2973766326904297
h2l-hybrid,MENTAL_001,moderate,0.4,0.5,0.4444444444444445,0.6097426926720908,0.5821428571428571,1.0,2.0374929904937744
h2l-hybrid,MENTAL_002,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.9581341743469238
h2l-hybrid,MENTAL_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.948638916015625
h2l-hybrid,MENTAL_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.3396599292755127
h2l-hybrid,MENTAL_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.5570969581604004
h2l-hybrid,MENTAL_006,complex,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,1.9899189472198486
h2l-hybrid,MENTAL_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.466068983078003
h2l-hybrid,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.8604631423950195
h2l-hybrid,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.9564809799194336
h2l-hybrid,MENTAL_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.3618249893188477
h2l-hybrid,SUBSTANCE_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.0933260917663574
h2l-hybrid,SUBSTANCE_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.013472080230713
h2l-hybrid,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.2346370220184326
h2l-hybrid,SUBSTANCE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.9947021007537842
h2l-hybrid,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.7297859191894531
h2l-hybrid,NCD_002,moderate,0.0,0.0,0.0,0.0,0.1,0.1,1.2578041553497314
h2l-hybrid,NCD_003,moderate,0.4,0.6666666666666666,0.5,0.6713860725233041,0.6,1.0,1.8489789962768555
h2l-hybrid,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125,7.008252143859863
h2l-hybrid,NCD_005,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.1945970058441162
h2l-hybrid,NCD_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.470463991165161
h2l-hybrid,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.071044921875
h2l-hybrid,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.4725937843322754
h2l-hybrid,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.014031171798706
h2l-hybrid,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.031999111175537
h2l-hybrid,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,2.09220814704895
h2l-hybrid,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,7.835052251815796
h2l-hybrid,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.2293267250061035
h2l-hybrid,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.904470682144165
h2l-hybrid,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.5384819507598877
h2l-hybrid,BEDRIDDEN_001,complex,0.4,0.3333333333333333,0.3636363636363636,0.5531464700081437,0.7271825396825397,1.0,2.412423849105835
h2l-hybrid,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.9361770153045654
h2l-hybrid,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.6256167888641357
h2l-hybrid,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,7.5018980503082275
h2l-hybrid,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.4292941093444824
h2l-hybrid,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8407390117645264
h2l-hybrid,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.0395820140838623
h2l-hybrid,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.963921308517456
h2l-hybrid,BEDRIDDEN_009,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,1.6786139011383057
