method,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR,retrieval_time
basic,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9937539100646973
basic,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.076993703842163
basic,MENTAL_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0055630207061768
basic,SUBSTANCE_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9334757328033447
basic,SUBSTANCE_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9908699989318848
basic,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8289470672607422
basic,SUBSTANCE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9678769111633301
basic,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8761751651763916
basic,NCD_002,moderate,0.0,0.0,0.0,0.0,0.1,0.1,0.9219250679016113
basic,NCD_003,moderate,0.4,0.4,0.4000000000000001,0.5087403079104241,0.5071428571428571,1.0,0.8716561794281006
basic,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125,1.1097939014434814
basic,NCD_005,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8283319473266602
basic,NCD_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9938890933990479
basic,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.115670919418335
basic,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.0075299739837646
basic,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.7768430709838867
basic,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0065569877624512
basic,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,0.9209458827972412
basic,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.1391100883483887
basic,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8140153884887695
basic,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9807918071746826
basic,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,1.0963878631591797
basic,BEDRIDDEN_001,complex,0.6,0.5,0.5454545454545454,0.6843515475204855,0.7120731120731122,1.0,1.0034430027008057
basic,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9373700618743896
basic,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9186558723449707
basic,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.165926218032837
basic,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9281971454620361
basic,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8142390251159668
basic,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.894723653793335
basic,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9575331211090088
basic,BEDRIDDEN_009,moderate,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0,0.808664083480835
h2l-hybrid,CHILD_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.923348903656006
h2l-hybrid,CHILD_002,complex,0.6,0.6,0.6,0.4166158115319974,0.7944444444444445,1.0,6.30321478843689
h2l-hybrid,CHILD_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,3.7567670345306396
h2l-hybrid,CHILD_004,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6833333333333333,1.0,2.457674980163574
h2l-hybrid,CHILD_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.6359636783599854
h2l-hybrid,ELDER_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.7725157737731934
h2l-hybrid,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0,7.819515943527222
h2l-hybrid,ELDER_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.1454873085021973
h2l-hybrid,ELDER_004,complex,0.6,0.375,0.4615384615384615,0.6843515475204855,0.6838945776445777,1.0,3.074404001235962
h2l-hybrid,ELDER_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,3.949755907058716
h2l-hybrid,ELDER_006,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.222723960876465
h2l-hybrid,ELDER_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8945789337158203
h2l-hybrid,ELDER_008,complex,0.4,0.6666666666666666,0.5,0.562455901550729,0.4761904761904762,0.5,6.858886003494263
h2l-hybrid,ELDER_009,moderate,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.248682975769043
h2l-hybrid,ELDER_010,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,3.6622979640960693
h2l-hybrid,DISABLED_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8469948768615723
h2l-hybrid,DISABLED_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.960813045501709
h2l-hybrid,DISABLED_003,complex,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,2.1642680168151855
h2l-hybrid,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.1625,0.125,2.8752050399780273
h2l-hybrid,DISABLED_005,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.9940242767333984
h2l-hybrid,DISABLED_006,moderate,0.4,1.0,0.5714285714285715,0.9327783893101107,0.7,1.0,6.473862171173096
h2l-hybrid,DISABLED_007,complex,0.8,0.6666666666666666,0.7272727272727272,0.8989584458539029,0.7507575757575756,1.0,2.786890983581543
h2l-hybrid,DISABLED_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.48878812789917
h2l-hybrid,DISABLED_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.921172857284546
h2l-hybrid,DISABLED_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.2249929904937744
h2l-hybrid,HOMELESS_001,moderate,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5833333333333334,1.0,1.261794090270996
h2l-hybrid,HOMELESS_002,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.166618824005127
h2l-hybrid,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.1266629695892334
h2l-hybrid,HOMELESS_004,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.081892251968384
h2l-hybrid,HOMELESS_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,3.740140676498413
h2l-hybrid,MENTAL_001,moderate,0.4,0.5,0.4444444444444445,0.6097426926720908,0.5821428571428571,1.0,2.039430856704712
h2l-hybrid,MENTAL_002,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.0844600200653076
h2l-hybrid,MENTAL_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8887648582458496
h2l-hybrid,MENTAL_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.351820945739746
h2l-hybrid,MENTAL_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.6036908626556396
h2l-hybrid,MENTAL_006,complex,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,2.097972869873047
h2l-hybrid,MENTAL_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.2305810451507568
h2l-hybrid,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.022623062133789
h2l-hybrid,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.326719045639038
h2l-hybrid,MENTAL_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.432462215423584
h2l-hybrid,SUBSTANCE_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,17.440001010894775
h2l-hybrid,SUBSTANCE_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,8.013528823852539
h2l-hybrid,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.147338390350342
h2l-hybrid,SUBSTANCE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.3021910190582275
h2l-hybrid,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8842501640319824
h2l-hybrid,NCD_002,moderate,0.0,0.0,0.0,0.0,0.1,0.1,1.7649781703948975
h2l-hybrid,NCD_003,moderate,0.4,0.6666666666666666,0.5,0.6713860725233041,0.6,1.0,2.052992820739746
h2l-hybrid,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125,6.952462196350098
h2l-hybrid,NCD_005,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.248913288116455
h2l-hybrid,NCD_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.1897499561309814
h2l-hybrid,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.1528098583221436
h2l-hybrid,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.4312717914581299
h2l-hybrid,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.140733003616333
h2l-hybrid,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.8931100368499756
h2l-hybrid,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,2.0353457927703857
h2l-hybrid,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,18.910897970199585
h2l-hybrid,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.3197999000549316
h2l-hybrid,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.2266058921813965
h2l-hybrid,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,7.159922122955322
h2l-hybrid,BEDRIDDEN_001,complex,0.4,0.3333333333333333,0.3636363636363636,0.5531464700081437,0.7271825396825397,1.0,4.212207078933716
h2l-hybrid,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.50258207321167
h2l-hybrid,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,5.107059955596924
h2l-hybrid,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,12.422999143600464
h2l-hybrid,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,4.558979034423828
h2l-hybrid,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.002652168273926
h2l-hybrid,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.2275609970092773
h2l-hybrid,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.1446030139923096
h2l-hybrid,BEDRIDDEN_009,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,1.8876769542694092
