method,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR,retrieval_time
basic,DISABLED_005,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9100930690765381
basic,DISABLED_006,moderate,0.4,0.5,0.4444444444444445,0.7424693355471289,0.47435897435897434,1.0,1.262753963470459
basic,DISABLED_007,complex,0.6,0.5,0.5454545454545454,0.7943233365467345,0.6736111111111112,1.0,1.130262851715088
basic,DISABLED_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0985641479492188
basic,DISABLED_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.9286971092224121
basic,DISABLED_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.1180768013000488
basic,HOMELESS_001,moderate,0.2,0.25,0.22222222222222224,0.4396592698888862,0.4202380952380952,1.0,0.9340484142303467
basic,HOMELESS_002,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,1.041071891784668
basic,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,0.9371318817138672
basic,HOMELESS_004,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9983088970184326
basic,HOMELESS_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.0977451801300049
basic,MENTAL_001,moderate,0.4,0.5,0.4444444444444445,0.6290102109696928,0.573051948051948,1.0,1.0137031078338623
basic,MENTAL_002,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.1850781440734863
basic,MENTAL_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.9679322242736816
basic,MENTAL_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.173851728439331
basic,MENTAL_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9577021598815918
basic,MENTAL_006,complex,0.2,1.0,0.33333333333333337,0.38685280723454163,0.2,0.2,1.181462049484253
basic,MENTAL_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.0645959377288818
basic,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.1861240863800049
basic,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.235733985900879
basic,MENTAL_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.054379940032959
basic,SUBSTANCE_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9635908603668213
basic,SUBSTANCE_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0049028396606445
basic,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8662309646606445
basic,SUBSTANCE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.9810528755187988
basic,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8923163414001465
basic,NCD_002,moderate,0.0,0.0,0.0,0.0,0.1,0.1,0.9227981567382812
basic,NCD_003,moderate,0.4,0.4,0.4000000000000001,0.5087403079104241,0.5071428571428571,1.0,0.8773529529571533
basic,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125,1.1216130256652832
basic,NCD_005,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8348269462585449
basic,NCD_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0321459770202637
basic,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.1187469959259033
basic,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.0651309490203857
basic,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.8028028011322021
basic,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.043712854385376
basic,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,0.9700751304626465
basic,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.1459310054779053
basic,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.808751106262207
basic,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0389459133148193
basic,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,1.1940147876739502
basic,BEDRIDDEN_001,complex,0.6,0.5,0.5454545454545454,0.6843515475204855,0.7120731120731122,1.0,1.1120638847351074
basic,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9688749313354492
basic,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,3.904600143432617
basic,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.467594861984253
basic,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9200870990753174
basic,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.795975923538208
basic,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.9107630252838135
basic,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0046327114105225
basic,BEDRIDDEN_009,moderate,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0,0.8393840789794922
h2l-hybrid,CHILD_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.0277411937713623
h2l-hybrid,CHILD_002,complex,0.6,0.6,0.6,0.4166158115319974,0.7944444444444445,1.0,3.742572069168091
h2l-hybrid,CHILD_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8517260551452637
h2l-hybrid,CHILD_004,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6833333333333333,1.0,2.3916220664978027
h2l-hybrid,CHILD_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.8115038871765137
h2l-hybrid,ELDER_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.35798716545105
h2l-hybrid,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0,3.2332868576049805
h2l-hybrid,ELDER_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.3419373035430908
h2l-hybrid,ELDER_004,complex,0.6,0.375,0.4615384615384615,0.6843515475204855,0.6838945776445777,1.0,3.3261311054229736
h2l-hybrid,ELDER_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.086010217666626
h2l-hybrid,ELDER_006,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.1311120986938477
h2l-hybrid,ELDER_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.7756540775299072
h2l-hybrid,ELDER_008,complex,0.4,0.6666666666666666,0.5,0.562455901550729,0.4761904761904762,0.5,3.6240179538726807
h2l-hybrid,ELDER_009,moderate,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.169292688369751
h2l-hybrid,ELDER_010,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,3.507188081741333
h2l-hybrid,DISABLED_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.382753849029541
h2l-hybrid,DISABLED_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.858354091644287
h2l-hybrid,DISABLED_003,complex,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,3.874009847640991
h2l-hybrid,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.1625,0.125,8.151103019714355
h2l-hybrid,DISABLED_005,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.0902106761932373
h2l-hybrid,DISABLED_006,moderate,0.4,1.0,0.5714285714285715,0.9327783893101107,0.7,1.0,6.733955144882202
h2l-hybrid,DISABLED_007,complex,0.8,0.6666666666666666,0.7272727272727272,0.8989584458539029,0.7507575757575756,1.0,2.8008010387420654
h2l-hybrid,DISABLED_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.196824073791504
h2l-hybrid,DISABLED_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.4748618602752686
h2l-hybrid,DISABLED_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.1183221340179443
h2l-hybrid,HOMELESS_001,moderate,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5833333333333334,1.0,1.2551579475402832
h2l-hybrid,HOMELESS_002,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.083829164505005
h2l-hybrid,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.1618449687957764
h2l-hybrid,HOMELESS_004,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.0853400230407715
h2l-hybrid,HOMELESS_005,complex,0.0,0.0,0.0,0.0,0.0,0.0,4.668897867202759
h2l-hybrid,MENTAL_001,moderate,0.4,0.5,0.4444444444444445,0.6097426926720908,0.5821428571428571,1.0,2.2858569622039795
h2l-hybrid,MENTAL_002,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.029430866241455
h2l-hybrid,MENTAL_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.0101161003112793
h2l-hybrid,MENTAL_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.3227508068084717
h2l-hybrid,MENTAL_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.6349220275878906
h2l-hybrid,MENTAL_006,complex,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,2.116205930709839
h2l-hybrid,MENTAL_007,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.3517639636993408
h2l-hybrid,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.9884028434753418
h2l-hybrid,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.7692430019378662
h2l-hybrid,MENTAL_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.4167208671569824
h2l-hybrid,SUBSTANCE_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.989347219467163
h2l-hybrid,SUBSTANCE_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.0700361728668213
h2l-hybrid,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.843475341796875
h2l-hybrid,SUBSTANCE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.2705941200256348
h2l-hybrid,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.870497226715088
h2l-hybrid,NCD_002,moderate,0.0,0.0,0.0,0.0,0.1,0.1,2.0064659118652344
h2l-hybrid,NCD_003,moderate,0.4,0.6666666666666666,0.5,0.6713860725233041,0.6,1.0,1.9174740314483643
h2l-hybrid,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125,6.857089042663574
h2l-hybrid,NCD_005,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.4075169563293457
h2l-hybrid,NCD_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.313588857650757
h2l-hybrid,NCD_007,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.086841106414795
h2l-hybrid,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.2935452461242676
h2l-hybrid,NCD_009,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.0047988891601562
h2l-hybrid,NCD_010,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.0589919090270996
h2l-hybrid,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,2.3042008876800537
h2l-hybrid,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,5.379281282424927
h2l-hybrid,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.070591926574707
h2l-hybrid,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.9459068775177002
h2l-hybrid,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.275675058364868
h2l-hybrid,BEDRIDDEN_001,complex,0.4,0.3333333333333333,0.3636363636363636,0.5531464700081437,0.7271825396825397,1.0,2.148069143295288
h2l-hybrid,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.2778570652008057
h2l-hybrid,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.7487411499023438
h2l-hybrid,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.9540228843688965
h2l-hybrid,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.460008144378662
h2l-hybrid,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.9285240173339844
h2l-hybrid,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.2051570415496826
h2l-hybrid,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.232692003250122
h2l-hybrid,BEDRIDDEN_009,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,1.8890390396118164
